inicio,fim,alpha,beta,delta,theta,gamma
43000,43125,99.99999999999999,13.41852724057589,0.0,26.197780331099032,0.2654651053615067
43125,43250,100.00000000000001,13.11804518674263,0.0,41.990153522832465,0.2714184946122379
43250,43375,100.0,21.921330777267023,0.0,53.80033723858566,0.5495667753412565
43375,43500,100.0,14.52777258754389,0.0,26.832934603276126,0.2602970867615194
43500,43625,100.0,15.409551549936403,0.0,17.44192640693043,0.18321354568361198
43625,43750,100.0,13.474211596643455,0.0,13.703276408265436,0.1554030139170946
43750,43875,100.0,14.628955646415877,0.0,15.357580253239208,0.24919564996686563
43875,44000,100.00000000000001,15.246606261262233,0.0,18.8851223432135,0.2632572481363099
44000,44125,100.0,13.398502800031807,0.0,20.262072748132734,0.32909270869759144
44125,44250,100.00000000000001,16.909687241174012,0.0,28.3719467099011,0.6087291741311106
44250,44375,99.99999999999999,14.020695656245396,0.0,21.72602328999169,0.34241021662083754
44375,44500,99.99999999999999,17.242772419667865,0.0,19.554004614853092,0.2653107268749166
44500,44625,100.0,12.992601994354173,0.06754077165848882,17.509036446346514,0.0
44625,44750,100.00000000000001,9.882906088459313,0.0,18.050526432520943,0.23539931103202544
44750,44875,100.0,13.956065559139796,0.0,19.53485082020952,0.21362085624465954
44875,45000,100.00000000000001,15.033089953377504,0.0,14.156039894111968,0.2758468505708856
45000,45125,99.99999999999999,15.371658117919068,0.0,10.722480001421442,0.2757864989339669
45125,45250,100.00000000000001,15.050779817414634,0.0019313542258850847,13.751102859700271,0.0
45250,45375,100.0,18.395831876781276,0.0,21.37833967139148,0.2927732767087074
45375,45500,100.0,41.34991638713751,0.0,47.28548771201637,0.5714169159044694
45500,45625,100.0,38.49730338124171,0.0,34.84313465918987,0.3837815469732487
45625,45750,100.0,25.243502786617412,0.0,18.067388517321003,0.16872208161401475
45750,45875,100.00000000000001,20.772318977131697,0.025269161725071876,34.2989797840434,0.0
45875,46000,100.0,20.511622947007904,0.07939891919693132,25.138659081722437,0.0
46000,46125,100.00000000000001,31.43494539339026,0.0,38.893859149497885,0.18593073997278087
46125,46250,100.0,41.212454877316404,0.0,25.417116729612566,0.3669051268794369
46250,46375,100.0,51.92974366953898,0.17861928820953143,36.348902590829084,0.0
46375,46500,99.99999999999999,44.53254744719994,0.0,37.74869735829028,0.15085989697133384
46500,46625,100.0,28.92085202686193,0.0,28.55814621586284,0.17227127203885828
46625,46750,100.0,23.805283657808378,0.0,28.59295557305067,0.39778989752694977
46750,46875,99.99999999999999,19.067686856630427,0.04435181571800334,20.418883046338927,0.0
46875,47000,100.0,24.25972739968152,0.005668098796520582,16.59820546406553,0.0
47000,47125,100.0,9.961216242878312,0.0,8.91239978573538,0.05293964147554986
47125,47250,99.99999999999999,11.904435446633004,0.0,7.963401155127142,0.015885856215104327
47250,47375,100.0,13.61861390096273,0.0,9.501784206521416,0.03408741095984674
47375,47500,100.0,21.59908088638478,0.4936455397468694,10.267834674409864,0.0
47500,47625,100.0,15.198737821386784,0.0,9.059314469899133,0.21538144918031144
47625,47750,100.0,11.735646864790533,0.0,8.705721238380555,0.15797890968278733
47750,47875,99.99999999999999,11.942233285913463,0.0,16.332109720579563,0.030534121252511093
47875,48000,100.0,20.29961248201936,0.0,26.511285155965872,0.9258408803407849
48000,48125,100.0,21.074281628869084,0.0,22.649280250090733,0.7054183313160569
48125,48250,100.0,21.102256681768317,0.0,14.612185689690966,0.4249055078156564
48250,48375,100.0,29.33957554884274,0.0,18.652397599491383,0.37115581566256306
48375,48500,99.99999999999999,30.607218968305396,0.0,23.341221005081067,0.5472775732850959
48500,48625,100.0,21.192376152229574,0.0,28.060960482178412,0.21819870376513045
48625,48750,100.0,17.57417649704114,0.0,19.857958227366186,0.04403093849796888
48750,48875,99.99999999999999,18.94419554075364,0.0,22.45895883155512,0.17480954197721135
48875,49000,100.0,29.659293758177938,0.0,15.40876847251331,0.30701429458055784
49000,49125,100.00000000000001,44.56315431881714,0.0,22.974521226231243,0.11028216290295201
49125,49250,100.0,56.842221514443764,0.0,20.952997679477907,0.40539488576377547
49250,49375,99.99999999999999,46.0508843507412,0.0,41.24223315073341,0.4715732573301801
49375,49500,100.0,32.962304328014284,0.008314971728854093,32.763150666039,0.0
49500,49625,99.99999999999999,20.871898007874268,0.044482304486199165,19.13931723546681,0.0
49625,49750,100.0,17.313928747025432,0.0,15.105228650357622,0.13002304718013474
49750,49875,99.99999999999999,15.26986656947266,0.0,18.22724704776044,0.32905127272563617
49875,50000,100.0,19.490673933236646,0.0,21.32498358758105,0.27396252960355194
50000,50125,100.0,17.559079632559023,0.0,21.90310433784898,0.4844606058953601
50125,50250,100.0,21.60195526255746,0.0,16.519115170819422,0.637890327884631
50250,50375,100.00000000000001,10.97033954023762,0.0,9.532245909848507,0.4134026703278487
50375,50500,100.0,10.989022915497891,0.0,13.305463486131748,0.4486971836261742
50500,50625,100.00000000000001,10.5052927476621,0.0,15.839097836787744,0.3751516153639582
50625,50750,100.0,19.430743024023243,0.0,35.59430957455596,0.2834840145019426
50750,50875,100.00000000000001,41.577040776342166,0.0,51.312305464963956,0.6869492094023597
50875,51000,100.0,47.109760205962715,0.0,46.49967555047984,1.2548254635242517
51000,51125,100.0,36.33363863819366,0.0,28.381834201208658,0.6666431387845901
51125,51250,100.0,18.253640708168604,0.0,12.213290474857823,0.25364651919589903
51250,51375,100.00000000000001,17.10194936662194,0.0,9.928423049630661,0.25468714725302527
51375,51500,99.99999999999999,20.400993942777205,0.0,10.04556795262521,0.41570779469245167
51500,51625,100.0,37.16999792953418,0.0,18.46225575414662,0.6352828114474904
51625,51750,100.00000000000001,42.70015362256411,0.0,23.8402721165449,0.11556261319545302
51750,51875,100.0,50.108019894319945,0.0,35.823468259832275,0.1899779841073692
51875,52000,100.00000000000001,40.698078570628624,0.2743870887077302,26.521340819817357,0.0
52000,52125,100.0,34.06261654131683,0.0,26.80726983010608,0.2040635760281282
52125,52250,100.0,30.59755796446066,0.0,21.065797024792236,0.14248906210280293
52250,52375,100.0,22.321736457189342,0.08170664634720842,19.89159849238088,0.0
52375,52500,99.99999999999999,21.794750478399386,0.04120088343561473,18.975197200049767,0.0
52500,52625,100.0,21.73043427229361,0.0,20.394483948653527,0.1598896101289194
52625,52750,100.0,19.72403878110459,0.27348525779769145,18.005118732203943,0.0
52750,52875,100.00000000000001,20.233882737103723,0.0,20.613962411615248,0.1400551947541444
52875,53000,99.99999999999999,20.954880110953855,0.05327226616632785,18.88359107419616,0.0
53000,53125,100.00000000000001,33.718583421073085,0.0,30.824492686429156,0.004983689822961379
53125,53250,100.0,41.42853646778876,0.0,37.26167215383751,0.19844843191503525
53250,53375,99.99999999999999,36.239577074600405,0.0,44.37419697365104,0.01592346082832874
53375,53500,100.0,21.071752254367333,0.0,47.691339991977,0.2732374991504397
53500,53625,100.00000000000001,26.675023540913635,0.0,49.49913313883259,0.7134318594283554
53625,53750,100.0,22.787180076345937,0.0,51.092436728604184,0.5866434771133013
53750,53875,100.0,33.26854551500478,0.0,57.31554660721761,0.012179710557977508
53875,54000,100.00000000000001,29.270041173906883,0.1169030810582028,49.39515994541911,0.0
54000,54125,100.0,39.24103211512088,0.9450447085889091,58.931852550626274,0.0
54125,54250,100.0,39.940349111173674,0.0,41.81726455971389,0.037592783030741206
54250,54375,100.0,19.394246120074612,0.0,19.339824081531955,0.29303805370392316
54375,54500,100.0,15.359674822515698,0.0,18.72537005618647,0.05661655412810643
54500,54625,99.99999999999999,10.37063085497184,0.0,13.484297645474571,0.17964952352244962
54625,54750,100.0,10.047791117848687,0.0,14.055720542938268,0.15499245480961957
54750,54875,100.0,14.71087426590662,0.0,10.889771979303076,0.1471139941101421
54875,55000,100.0,24.741149527035464,0.0,8.175096023555053,0.08920630013409392
55000,55125,99.99999999999999,33.64979313585894,0.0,12.321240692493785,0.13110939100135954
55125,55250,100.0,37.16223583400596,0.0,16.65656070637023,0.0877125839923174
55250,55375,100.0,24.346038738416212,0.14667336708459044,19.793434274518216,0.0
55375,55500,100.0,24.777146333715464,0.0,24.488408497938153,0.3061717579688374
55500,55625,100.0,23.610298402685807,0.0,24.449868459406076,0.38038085446683106
55625,55750,99.99999999999999,48.716509262067575,0.0,28.680233444875213,0.2415279275849388
55750,55875,99.99999999999999,42.452799109037464,0.0,22.070330589649114,0.017171817016804147
55875,56000,100.0,29.692738830680376,0.0,14.017899280544814,0.2486931570442808
56000,56125,100.0,12.28434565549416,0.0,11.512044354734332,0.10241996567495298
56125,56250,100.0,10.550014928020413,0.0,11.440561204990633,0.18206581074450282
56250,56375,100.00000000000001,10.07552418021285,0.0,12.247776575426125,0.011140488933542081
56375,56500,100.00000000000001,17.77507359946893,0.0,23.81943569978643,0.36199211146891636
56500,56625,99.99999999999999,30.915201526201944,0.0,55.28239675443979,0.5200760289715768
56625,56750,100.0,40.235071782814714,0.0,54.66937730638696,1.2844754000706229
56750,56875,100.0,40.06656660151007,0.0,54.56281604813945,0.356227929041675
56875,57000,100.00000000000001,32.958830998883016,0.0,35.114664883494626,0.13876507465735022
57000,57125,100.0,40.674075079237994,0.4917147259012794,41.56228108557914,0.0
57125,57250,99.99999999999999,31.724204548538882,0.0008796647186949391,25.819293964326054,0.0
57250,57375,100.0,22.50469774314301,0.0,18.12320577018476,0.08593732210707483
57375,57500,100.00000000000001,17.349806834181855,0.0,15.75940983091089,0.2778663535988184
57500,57625,100.00000000000001,19.032529829445757,0.28662969580231334,16.855480287998176,0.0
57625,57750,99.99999999999999,26.661193741119785,0.0,19.733872314647456,0.2580596707721331
57750,57875,100.0,22.361533769578458,0.0,18.928874872880762,0.17449265708183048
57875,58000,100.0,19.54015770735215,0.0,21.216567289936815,0.40424497091845135
58000,58125,100.0,19.816925770350597,0.0,21.458604675021675,0.25562083568407323
58125,58250,99.99999999999999,22.42849136645138,0.37136408937241916,27.973995021234966,0.0
58250,58375,100.00000000000001,19.679839641744593,0.0,22.65772576744291,0.13184502402391635
58375,58500,100.00000000000001,17.59821331878607,0.0,25.736762203922954,0.1887422987566072
58500,58625,100.0,16.411188328730518,0.0,23.00398233582713,0.030217003012008026
58625,58750,100.0,15.27132762319647,0.0,19.21443121513587,0.29091638723430713
58750,58875,100.0,16.131190385640313,0.0,12.483370086458441,0.310910589438473
58875,59000,100.0,13.699769188977072,0.0,8.28610209318188,0.08161958394463065
59000,59125,100.00000000000001,14.364764892110566,0.0,8.821427453765587,0.014059782806916332
59125,59250,99.99999999999999,12.76031206761607,0.07149880328735403,15.46585133540944,0.0
59250,59375,100.00000000000001,15.85877292560332,0.020063766896301516,20.047819340002608,0.0
59375,59500,100.0,15.05524601325992,0.0,18.255621448846348,0.45530197866873084
59500,59625,100.00000000000001,15.465532294044634,0.0,13.65058065629964,0.5514270188057184
59625,59750,100.0,11.579171607298909,0.0,12.535233309151876,0.03563523389365303
59750,59875,100.0,14.26108108088401,0.0,12.359645709735748,0.2345040656409753
59875,60000,99.99999999999999,15.099227736134864,0.0,12.070146055033941,0.06050209234270981
60000,60125,99.99999999999999,23.366550892379312,0.0,12.733096668997787,0.02095342571119274
60125,60250,100.0,15.000769680892423,0.0,10.719459626944628,0.2836063349885206
60250,60375,99.99999999999999,15.465597511720082,0.0,13.446161468937941,0.16868981825432575
60375,60500,100.0,10.198407976737935,0.0,11.271153842384438,0.027785065040296292
60500,60625,100.00000000000001,16.573693756552935,0.0,20.25965410570586,0.04981893827702821
60625,60750,100.0,15.75282889923837,0.0,18.005776995575804,0.09679978032075354
60750,60875,100.00000000000001,22.378755880302826,0.0,26.291933812421135,0.16787706495737176
60875,61000,100.0,23.637083510341878,0.0,21.554648732654652,0.12555629989078015
61000,61125,100.0,27.596958647789776,0.0,21.202070587783783,0.15171259086552213
61125,61250,100.0,31.49152234551937,0.12111819894373999,20.045948146328534,0.0
61250,61375,100.00000000000001,27.830742277088763,0.0,19.353190843684427,0.23435968401351626
61375,61500,100.00000000000001,22.738784963605692,0.06048958874787447,15.249053691310383,0.0
61500,61625,100.0,22.97027747784821,0.0,16.366165011586254,0.09069628205761401
61625,61750,100.0,15.605135670267615,0.0,13.252808169249422,0.14450192643729357
61750,61875,100.0,17.186276371858238,0.0,17.310962422724515,0.059390926359866425
61875,62000,100.0,11.467313440332179,0.0,11.979680253030525,0.06374775582840098
62000,62125,100.0,14.393168439002858,0.08738080041815088,14.908601076482032,0.0
62125,62250,100.0,14.195234779487812,0.0,28.60087927847021,0.08817341911092691
62250,62375,100.0,23.708537452692298,0.0,47.287501206920844,0.18433450613421098
62375,62500,100.0,30.94443591660238,0.0,61.91555612257628,0.1619544336069909
62500,62625,100.0,42.40985541751737,0.15654396227337086,53.99374906437477,0.0
62625,62750,98.36034571815303,56.17647154068788,0.0,100.00000000000001,1.4932361834760388
62750,62875,99.99999999999999,40.496423211684295,0.0,61.53606430446385,1.008111631642463
62875,63000,100.0,25.706266147148714,0.0,53.43563662296546,0.26824528940216763
63000,63125,100.0,18.813922535576065,0.03616991405352943,30.68369184869198,0.0
63125,63250,100.0,16.941037343451786,0.0,30.910554611244972,0.03772197973986208
63250,63375,99.99999999999999,17.95980367233464,0.04327090268009087,25.401185228067952,0.0
63375,63500,100.00000000000001,15.123600205001003,0.0,29.059949537617744,0.1642096679371028
63500,63625,100.00000000000001,15.107689564782355,0.0,19.902925935297624,0.08207170900503735
63625,63750,100.0,14.029612861780388,0.0,14.67277232002983,0.06815123170437792
63750,63875,100.0,16.138280933615373,0.0,11.622788444738813,0.09378588006682642
63875,64000,100.00000000000001,16.713409415891054,0.09896524881239355,23.157334068773007,0.0
64000,64125,100.0,22.46404637270752,0.2496525018580812,35.40624995441594,0.0
64125,64250,99.99999999999999,22.388798414899345,0.13334967694476463,36.47582749822262,0.0
64250,64375,99.99999999999999,16.063886671688405,0.0,16.918686738347198,0.10611927105366359
64375,64500,99.99999999999999,13.573918058095625,0.013276035803914121,15.93760902399096,0.0
64500,64625,100.0,13.98416547636749,0.02343074926139027,17.691090964056343,0.0
64625,64750,100.0,13.228331459170692,0.1642120212885942,21.33236275792793,0.0
64750,64875,99.99999999999999,14.306557889377252,0.0,16.89038694150766,0.002084466476808322
64875,65000,100.0,14.10631469399007,0.0,11.362806809945956,0.24581769106590493
65000,65125,100.0,22.178939609849444,0.0,14.03983845211348,0.07509202673983034
65125,65250,99.99999999999999,19.234397798995477,0.025323275807326795,12.595607422497594,0.0
65250,65375,99.99999999999999,19.81906177536963,0.0,12.973328406976346,0.013483846311259706
65375,65500,100.0,16.72758739717985,0.2902966912147021,15.487248048878664,0.0
65500,65625,100.0,16.312974244719765,0.0,23.108134988820588,0.14345341825655628
65625,65750,100.0,18.852720606971328,0.06333766353681358,32.58215230639833,0.0
65750,65875,100.0,17.68716713993374,0.0,28.01328625791246,0.11191573709349756
65875,66000,100.0,17.49474586126161,0.0,21.865268697117102,0.4757763031072435
66000,66125,99.99999999999999,15.727316827108604,0.0,16.06313175358827,1.0737410334524142
66125,66250,100.0,17.464966605252993,0.0,16.9717628186746,1.3862575391136036
66250,66375,100.0,17.95471879247034,0.0,20.960195607677534,1.2164385168761198
66375,66500,100.00000000000001,20.458360628906313,0.0,17.274115514666818,0.46206837513652255
66500,66625,100.0,18.967368366839686,0.0,14.678335078764366,0.12585654019973253
66625,66750,100.0,17.85946458994024,0.0,18.12905217853663,0.062113943708827446
66750,66875,100.00000000000001,13.440086039007275,0.15009235405061322,24.043417422237845,0.0
66875,67000,100.0,11.634729172495799,0.0,33.595506359116584,0.08910619323932795
67000,67125,100.0,10.779092037777804,0.0,37.20664421959896,0.018785943880300637
67125,67250,100.0,12.017796130915007,0.13195584959099543,46.03822812417282,0.0
67250,67375,99.99999999999999,12.837445271479966,0.3132493521307325,45.40752913126134,0.0
67375,67500,99.99999999999999,18.054379579930405,0.4043488103858899,43.75759132819769,0.0
67500,67625,100.0,20.09090189250657,0.03746753248486423,17.38736668593701,0.0
67625,67750,99.99999999999999,24.820474802051308,0.0,20.715874357823928,0.015927392888109737
67750,67875,100.00000000000001,25.59559076710663,0.0,28.638335079341307,0.1777207490210856
67875,68000,100.0,25.007859315717095,0.0,36.21204361699101,0.5283920674660132
68000,68125,100.0,14.48597789822613,0.0,21.63407612547044,0.26348138330685505
68125,68250,100.0,15.224587835724796,0.04212213001954018,14.89646992392997,0.0
68250,68375,99.99999999999999,14.773815547142652,0.0,11.852336992578753,0.1164365132777915
68375,68500,100.0,15.947346301060648,0.0,12.672734264730797,0.08667851017690503
68500,68625,100.0,19.371426843740814,0.0,12.133872684277659,0.23100535143504072
68625,68750,100.00000000000001,22.55662461661018,0.0,12.167602748302615,0.15809723896822236
68750,68875,99.99999999999999,23.029561199516134,0.0,18.01662248643734,0.0030746824237772863
68875,69000,100.0,15.71037158287436,0.0,15.728104372337638,0.028477537499332517
69000,69125,100.0,12.697779424879778,0.02577653075576214,21.520286886313222,0.0
69125,69250,100.00000000000001,17.611571274721182,0.27894518194872453,31.159833211852437,0.0
69250,69375,99.99999999999999,18.09651856631409,0.4297657977504848,25.626407906779384,0.0
69375,69500,99.99999999999999,20.098336383253397,0.037042132426782615,25.500167898041365,0.0
69500,69625,100.0,18.244754102022224,0.0,22.091729186580206,0.03216435061009154
69625,69750,100.0,18.090182649407527,0.5925173689477878,28.615154964457044,0.0
69750,69875,99.99999999999999,13.394882556475062,0.0,25.304754373915546,0.03582298089970415
69875,70000,100.0,12.102955002987986,0.11604071979369851,31.09562599457154,0.0
70000,70125,100.0,11.0316533733382,0.0,42.10318652498687,0.06478382735865668
70125,70250,100.0,13.560668048145637,0.08602949502198365,41.19495590298154,0.0
70250,70375,100.0,14.47564517076146,0.0,46.0557114162588,0.10679701016691223
70375,70500,100.00000000000001,15.982194088007356,0.12597154208959177,38.493354613065335,0.0
70500,70625,100.0,22.48959398034521,0.0,40.72543599560906,0.15839532566959585
70625,70750,100.0,14.573950400676146,0.11973564322954888,38.11260998735535,0.0
70750,70875,100.0,15.081566936390637,0.02611812709544742,35.78534344972447,0.0
70875,71000,100.00000000000001,13.397681644900922,0.05707681799742581,35.49079032554507,0.0
71000,71125,100.0,14.390550142143876,0.041165621834501925,29.639736688372576,0.0
71125,71250,100.0,15.592746009431522,0.2717172928661199,26.911298275360977,0.0
71250,71375,100.0,13.39701274130364,0.2625944365345144,33.94394867517996,0.0
71375,71500,100.0,18.38675172702167,0.008178147756226162,39.7533146040729,0.0
71500,71625,100.0,22.430914600297676,0.0,50.83068000442389,0.10483087850141948
71625,71750,100.0,29.6666374691067,0.0,58.59872095857335,0.10468203953136501
71750,71875,100.0,22.44091837597394,0.2535680264612251,61.98835178638921,0.0
71875,72000,100.0,17.527965985178742,0.0,50.742431836113624,0.08737948324799338
72000,72125,100.00000000000001,25.767062172233906,0.0,39.86223017262618,0.24984865669588807
72125,72250,99.99999999999999,27.280035903443345,0.07937576907236626,42.28066129089246,0.0
72250,72375,100.0,26.798414470374933,0.2771481517907645,50.1877709831837,0.0
72375,72500,100.0,28.12188114085384,0.07917969473520214,56.262740833252856,0.0
72500,72625,100.0,33.398550543282155,0.0,52.151403097862556,0.11344680226010484
72625,72750,100.0,37.86887481588997,0.0,38.79929315903752,0.06168532689785278
72750,72875,100.0,25.096063330979327,0.19564402401977266,24.98568702549662,0.0
72875,73000,100.00000000000001,19.60080630598264,0.0,15.509925080582471,0.04645186748355751
73000,73125,100.00000000000001,22.071644173509593,0.0,15.60703224983365,0.11040318799609627
73125,73250,100.0,22.490045399421323,0.0681202662808777,18.125642962044456,0.0
73250,73375,100.0,26.85710893715148,0.0,24.95422465312312,0.15577791387531065
73375,73500,100.0,18.867297694322765,0.1591005442297297,21.701877502157682,0.0
73500,73625,100.0,18.159713329556286,0.0,23.43128820953266,0.15322993967535398
73625,73750,100.0,13.668927385173387,0.0,17.65727632819132,0.2725598241069318
73750,73875,100.0,18.97149667825936,0.0,22.28328914982996,0.10061756936828481
73875,74000,100.0,18.50500363332017,0.16510493281020433,24.52990609404824,0.0
74000,74125,100.0,12.683386636281547,0.12244132252563664,18.684693936801203,0.0
74125,74250,100.0,7.934348004202416,0.15779573129845875,13.146006504125035,0.0
74250,74375,100.0,6.450286017192783,0.1657162848944828,11.90837276525334,0.0
74375,74500,99.99999999999999,10.60136956549127,0.0,13.498797721595983,0.06726711728367107
74500,74625,100.0,21.21292427333017,0.0,22.33589836349006,0.36461410183777765
74625,74750,99.99999999999999,29.668037246493547,0.0,21.17983029723845,0.9127294574375795
74750,74875,99.99999999999999,26.148859942753674,0.0,16.945461276386695,0.3970296489408309
74875,75000,100.0,27.818946426623086,0.0,21.750866172864733,0.5088798841233647
75000,75125,100.0,24.148843593518507,0.0,18.37864137758379,0.3227272652943582
75125,75250,100.00000000000001,23.085359824439166,0.0,27.401265290495562,0.246834969178789
75250,75375,99.99999999999999,14.435820250618995,0.0,17.836145699093333,0.22269166634290827
75375,75500,100.0,22.08815200891717,0.0,23.212006609353256,0.4884147367020448
75500,75625,99.99999999999999,22.04662991739499,0.0,15.737654317401242,0.53443137139888
75625,75750,99.99999999999999,39.12471936214849,0.0,29.139463335540867,0.551803072034511
75750,75875,100.0,26.446886584477884,0.0,22.218841834020953,0.46895202947651504
75875,76000,100.0,22.375898686909903,0.1742841611887448,25.62229564257988,0.0
76000,76125,100.0,11.325419812608715,0.0,16.040056646387878,0.26023798704911416
76125,76250,100.0,10.807221686269973,0.06146238355414829,19.879197774015527,0.0
76250,76375,99.99999999999999,14.317523955502283,0.0,20.08597131650737,0.031223759008040752
76375,76500,100.00000000000001,21.101475732490933,0.04102743917049084,27.126773582207584,0.0
76500,76625,100.0,31.226471855643812,0.0,22.274781675431704,0.04398726547744458
76625,76750,100.0,22.93044246028286,0.12004936761892476,23.399294440907074,0.0
76750,76875,100.00000000000001,20.54540774540384,0.07037119237520778,21.836728656095577,0.0
76875,77000,100.0,16.179137732566634,0.15318704975559616,22.662693543875122,0.0
77000,77125,100.0,25.862443426031323,0.0,24.167599686510954,0.36076977851920455
77125,77250,99.99999999999999,33.18685340968334,0.0,28.38120435326576,0.606433359770704
77250,77375,99.99999999999999,29.956496619180392,0.0,26.65047594187566,0.9513569722418473
77375,77500,100.0,28.820930838115405,0.0,26.893685436167885,0.3809114001196401
77500,77625,100.0,22.432803805592663,0.0,23.464236546649882,0.2587911457982973
77625,77750,100.0,26.284098216048612,0.0,28.4406588319886,0.1415412643681142
77750,77875,100.00000000000001,26.150060906394582,0.0,33.29864104132123,0.17630096011675522
77875,78000,100.0,28.693757269647453,0.0,24.709125362135968,0.12733254480632294
78000,78125,100.00000000000001,23.19954336834601,0.0,18.69724620829907,0.31582886189773285
78125,78250,100.00000000000001,19.32917400823064,0.0,14.97308858783477,0.10850826144783993
78250,78375,100.0,16.757493808027842,0.0,16.763079125208495,0.041072833973031186
78375,78500,99.99999999999999,20.550423960943338,0.0,20.90920935172675,0.014953450677834546
78500,78625,100.0,30.164786594956208,0.005576091939672789,26.90875853182834,0.0
78625,78750,100.0,28.19144540392325,0.0,20.41285539911547,0.018304519548610343
78750,78875,100.0,20.51889955426704,0.0,18.14342760343734,0.49081839229260255
78875,79000,100.0,17.634351079213605,0.0,13.412822404059682,0.4908926997897944
79000,79125,100.0,14.57209072887529,0.0,14.034541738386144,0.44144478350072697
79125,79250,100.0,15.252096481758196,0.0,13.950182584067385,0.3867565377981162
79250,79375,99.99999999999999,13.687601574338263,0.0,17.29773869407013,0.38941600487171135
79375,79500,100.0,21.285176180622166,0.0,33.87926258870689,0.16730951585907694
79500,79625,100.00000000000001,28.233533873081562,0.0,23.12313699435059,0.38884661990433
79625,79750,100.0,29.40023605307196,0.0,18.457856667843334,0.5696183249483369
79750,79875,100.0,26.676776155007065,0.0,15.68843559462006,0.39597590974280733
79875,80000,99.99999999999999,22.776003202872424,0.0,33.49414824052544,0.5076909266072842
80000,80125,100.0,26.53835460917128,0.0,61.5534414711056,0.6569722370312917
80125,80250,100.0,32.958598570461675,0.0,65.32197125552271,0.6288410944460101
80250,80375,100.0,42.186243147345216,0.9042512511155179,76.0580662367432,0.0
80375,80500,100.0,31.029031936315103,0.0,30.513517287345273,0.6586649040742668
80500,80625,100.0,22.96960898573089,0.0,27.319364385692918,0.5057137275371276
80625,80750,99.99999999999999,23.850352702793643,0.0,27.56425024297131,0.39868883397327154
80750,80875,100.0,22.35651862299806,0.0,23.26843861614601,0.17672239326012118
80875,81000,100.0,27.948099312557055,0.0,29.165000904325257,0.19650725234132127
81000,81125,99.99999999999999,24.010972123663848,0.0,25.921368539589132,0.28394490555162494
81125,81250,100.0,22.68136267483627,0.0,35.825646549994886,0.20939856249880506
81250,81375,100.0,14.426577785549863,0.0,17.838501437408247,0.3901346524214309
81375,81500,100.0,12.834432292629863,0.0,21.064810418014975,0.43488825761047983
81500,81625,100.0,14.07825943644689,0.0,20.825906801350634,0.3020123600897275
81625,81750,99.99999999999999,23.379088138781647,0.0,28.091129204037298,0.260918696552592
81750,81875,100.0,32.46520064502227,0.0,56.759551151317446,0.17315893244224845
81875,82000,100.0,30.979494169117878,0.06690623305218779,41.272921397000964,0.0
82000,82125,100.0,24.158536740467742,0.027337796903198153,47.949022699684114,0.0
82125,82250,100.0,23.997139359334472,0.0,34.759307050891124,0.2091801822488999
82250,82375,100.0,16.417912859561852,0.0,30.301060225301427,0.23486093453925744
82375,82500,100.0,12.325157376578737,0.0,17.30890287625503,0.03293722346619721
82500,82625,100.0,14.763023719352402,0.0,14.812570737164615,0.22295989655585688
82625,82750,100.00000000000001,19.795796468942015,0.0,20.425121435164165,0.09761969192964787
82750,82875,100.0,19.244607730331058,0.0043999212477620064,24.048406541517114,0.0
82875,83000,100.00000000000001,12.451330588675065,0.0,17.593726652805827,0.2012651438575859
83000,83125,100.0,11.996756042322264,0.0,15.254365921462906,0.35343522137782246
83125,83250,100.0,15.802582018103365,0.0,14.39314556621437,0.10463302726097606
83250,83375,100.0,31.026307992281236,0.0,30.24751042134835,0.0654995847408335
83375,83500,100.0,43.03838306735976,0.0,29.106408130872584,0.346155858061583
83500,83625,100.00000000000001,31.178629697436914,0.0,21.505905221343344,0.25173253210075064
83625,83750,100.0,26.227876859281757,0.0,17.817230658954944,0.12622668033457168
83750,83875,100.0,18.87800305479012,0.17288781250083074,18.703730437691487,0.0
83875,84000,100.0,17.44000931138226,0.0,16.056500611993524,0.029160689566880088
84000,84125,100.0,11.146805625978988,0.0,11.803679018311259,0.06404854444390076
84125,84250,100.00000000000001,7.226801373127718,0.11333246735738156,6.679786167139917,0.0
84250,84375,100.0,7.776147727338633,0.0,8.78107917163964,0.06635478803931238
84375,84500,99.99999999999999,8.432648524788345,0.0,11.062557498417195,0.1118120931135844
84500,84625,100.0,11.381354220716569,0.24096714857786652,10.819125431317328,0.0
84625,84750,100.0,9.05037758513813,0.13889071638745396,9.067030568492255,0.0
84750,84875,100.0,11.70427508386381,0.09550904359571388,8.753443363761324,0.0
84875,85000,100.0,11.90865193963953,0.15027858995486598,16.128405869901183,0.0
85000,85125,100.0,47.01569998590541,0.0,46.534290540048715,0.40964465194231225
85125,85250,100.00000000000001,29.430906692479738,0.0,20.31991661660532,0.08935562642304368
85250,85375,100.0,36.75700391313654,0.0,16.82551471164376,0.15711217180616227
85375,85500,100.0,34.15547852482032,0.0,28.20171318661206,0.3042286732569621
85500,85625,100.0,49.36940128592388,0.0,45.0109552971064,0.24088368625547418
85625,85750,100.0,31.733402066863817,0.0,48.8187017117246,0.11758964364098334
85750,85875,100.0,20.811984110089224,0.0,31.240385818983953,0.03517549973293438
85875,86000,100.0,14.704073845394419,0.044401357046816636,32.97707754872078,0.0
86000,86125,99.99999999999999,14.402903417913334,0.019754318618099176,28.494775386459434,0.0
